worker_id,platform,avg_daily_income,weekly_deliveries,active_days,rating,income_std,account_age_months,cancel_rate,monthly_income,default_risk
GW13878,Swiggy,582,25,27,3.9,193,19,0.2,15714,1
GW13879,Zomato,379,69,19,3.3,273,22,0.2,7201,1
GW13880,Zomato,1177,40,21,3.2,372,19,0.15,24717,1
GW13881,Swiggy,427,16,8,4.8,306,11,0.05,3416,1
GW13882,Swiggy,344,27,15,4.5,147,22,0.17,5160,1
GW13883,Zomato,566,17,23,3.7,409,20,0.16,13018,1
GW13884,Swiggy,1156,36,28,3.4,349,16,0.17,32368,1
GW13885,Swiggy,350,23,26,3.3,85,11,0.14,9100,1
GW13886,Zomato,445,27,12,4.9,58,6,0.03,5340,0
GW13887,Zomato,1051,10,21,4.3,184,3,0.13,22071,0
GW13888,Swiggy,457,65,19,3.5,80,19,0.1,8683,1
GW13889,Swiggy,856,40,19,4.4,359,10,0.09,16264,0
GW13890,Zomato,722,29,27,5.0,245,32,0.2,19494,0
GW13891,Zomato,864,15,19,4.6,375,21,0.2,16416,1
GW13892,Zomato,257,54,18,4.0,252,31,0.29,4626,1
GW13893,Swiggy,385,10,22,4.7,153,6,0.19,8470,1
GW13894,Zomato,859,28,14,4.5,254,4,0.1,12026,0
GW13895,Zomato,1160,48,17,3.4,378,35,0.16,19720,1
GW13896,Zomato,510,64,12,4.9,100,13,0.19,6120,0
GW13897,Zomato,396,36,22,4.8,431,12,0.13,8712,1
GW13898,Swiggy,707,65,9,4.3,195,23,0.2,6363,0
GW13899,Zomato,1154,25,29,4.1,75,3,0.25,33466,0
GW13900,Swiggy,946,23,20,3.6,264,17,0.19,18920,1
GW13901,Swiggy,687,43,21,4.7,100,22,0.06,14427,0
GW13902,Zomato,662,16,27,4.0,239,29,0.1,17874,0
GW13903,Zomato,749,29,13,4.2,438,27,0.29,9737,1
GW13904,Zomato,481,40,8,3.5,187,7,0.11,3848,1
GW13905,Swiggy,350,31,22,3.6,89,4,0.25,7700,1
GW13906,Swiggy,396,29,18,5.0,260,11,0.05,7128,0
GW13907,Zomato,966,24,20,4.1,377,33,0.3,19320,1
GW13908,Swiggy,756,34,24,4.7,320,35,0.07,18144,0
GW13909,Zomato,807,55,11,4.7,373,28,0.29,8877,1
GW13910,Swiggy,353,10,18,5.0,404,18,0.02,6354,1
GW13911,Zomato,585,26,8,5.0,214,6,0.18,4680,0
GW13912,Swiggy,695,25,21,4.0,253,23,0.06,14595,0
GW13913,Zomato,983,46,28,4.9,336,34,0.2,27524,1
GW13914,Zomato,693,30,29,3.9,385,16,0.27,20097,1
GW13915,Swiggy,367,36,12,4.3,390,23,0.1,4404,1
GW13916,Zomato,766,65,29,4.7,232,35,0.13,22214,0
GW13917,Zomato,1178,64,28,4.8,174,6,0.02,32984,0
GW13918,Zomato,972,68,12,4.1,389,24,0.18,11664,1
GW13919,Zomato,816,44,10,4.0,365,15,0.18,8160,1
GW13920,Swiggy,780,33,16,4.5,171,9,0.19,12480,0
GW13921,Swiggy,1162,61,20,4.0,227,8,0.28,23240,0
GW13922,Swiggy,337,60,18,4.4,349,33,0.04,6066,1
GW13923,Swiggy,1008,11,25,4.6,374,26,0.15,25200,0
GW13924,Swiggy,878,66,17,4.7,185,17,0.1,14926,0
GW13925,Zomato,725,55,13,3.7,313,31,0.08,9425,1
GW13926,Swiggy,931,69,16,4.2,82,11,0.11,14896,0
GW13927,Swiggy,734,64,20,3.2,79,26,0.28,14680,1
GW13928,Swiggy,911,62,29,4.6,141,4,0.08,26419,0
GW13929,Zomato,544,34,25,3.4,292,8,0.03,13600,0
GW13930,Zomato,969,28,17,4.8,259,24,0.13,16473,0
GW13931,Swiggy,630,54,22,3.9,171,23,0.09,13860,0
GW13932,Zomato,532,22,19,3.5,421,14,0.09,10108,1
GW13933,Swiggy,1093,38,27,4.6,443,19,0.14,29511,0
GW13934,Zomato,935,41,22,3.6,217,2,0.25,20570,1
GW13935,Zomato,888,15,21,3.9,318,4,0.25,18648,1
GW13936,Swiggy,405,65,26,4.2,220,11,0.15,10530,0
GW13937,Zomato,429,18,26,3.8,104,32,0.25,11154,1
GW13938,Zomato,1184,61,28,3.5,136,19,0.06,33152,0
GW13939,Swiggy,1139,10,17,3.9,168,25,0.09,19363,0
GW13940,Zomato,1163,33,8,3.5,103,33,0.06,9304,0
GW13941,Swiggy,336,19,27,4.5,72,13,0.28,9072,1
GW13942,Swiggy,655,44,14,3.5,367,3,0.23,9170,1
GW13943,Swiggy,1085,15,18,4.1,385,15,0.23,19530,1
GW13944,Swiggy,745,57,28,4.2,304,30,0.21,20860,1
GW13945,Swiggy,516,29,11,4.9,445,11,0.01,5676,0
GW13946,Zomato,843,47,11,3.3,277,4,0.07,9273,0
GW13947,Swiggy,313,21,28,4.9,181,28,0.26,8764,1
GW13948,Swiggy,368,12,29,3.6,61,30,0.15,10672,1
GW13949,Swiggy,590,64,17,4.7,63,2,0.23,10030,0
GW13950,Zomato,562,27,12,3.4,65,14,0.07,6744,0
GW13951,Zomato,412,30,23,5.0,142,19,0.03,9476,0
GW13952,Zomato,754,44,19,4.7,427,31,0.25,14326,1
GW13953,Zomato,542,46,8,3.3,445,33,0.08,4336,1
GW13954,Zomato,939,28,12,3.6,320,10,0.07,11268,1
GW13955,Zomato,626,34,25,4.2,50,4,0.13,15650,0
GW13956,Zomato,791,65,11,4.1,333,29,0.17,8701,1
GW13957,Swiggy,650,27,22,4.3,313,13,0.19,14300,1
GW13958,Swiggy,922,49,13,4.0,401,16,0.28,11986,1
GW13959,Zomato,649,39,14,4.5,425,31,0.23,9086,1
GW13960,Swiggy,648,65,26,3.8,138,33,0.16,16848,1
GW13961,Swiggy,1158,51,21,3.5,276,11,0.05,24318,0
GW13962,Zomato,736,60,22,3.3,125,26,0.05,16192,0
GW13963,Zomato,764,51,28,3.8,237,4,0.05,21392,0
GW13964,Swiggy,273,62,23,4.0,183,34,0.3,6279,1
GW13965,Zomato,1168,43,29,4.4,240,8,0.25,33872,0
GW13966,Zomato,308,19,22,4.7,272,30,0.04,6776,0
GW13967,Zomato,998,31,13,3.6,171,20,0.1,12974,0
GW13968,Zomato,489,59,13,4.1,58,16,0.1,6357,0
GW13969,Zomato,560,13,13,3.6,357,15,0.1,7280,1
GW13970,Swiggy,570,12,19,4.9,359,4,0.01,10830,0
GW13971,Swiggy,921,58,9,4.4,261,27,0.14,8289,0
GW13972,Swiggy,730,65,11,4.4,128,34,0.26,8030,0
GW13973,Zomato,821,65,13,4.2,359,19,0.04,10673,0
GW13974,Zomato,1001,58,17,3.7,177,21,0.03,17017,0
GW13975,Zomato,663,37,26,3.6,213,21,0.2,17238,1
GW13976,Swiggy,571,31,12,4.4,406,25,0.23,6852,1
GW13977,Zomato,651,21,13,4.9,218,17,0.08,8463,0
GW13978,Swiggy,308,58,21,3.6,60,18,0.27,6468,1
GW13979,Swiggy,302,22,22,4.2,112,27,0.21,6644,1
GW13980,Swiggy,313,50,26,4.2,88,4,0.15,8138,0
GW13981,Swiggy,882,42,26,4.4,326,31,0.24,22932,1
GW13982,Zomato,368,56,14,4.3,166,19,0.1,5152,0
GW13983,Swiggy,535,28,29,3.7,439,17,0.09,15515,1
GW13984,Swiggy,267,50,25,4.4,188,34,0.09,6675,0
GW13985,Zomato,254,26,19,3.7,351,35,0.06,4826,1
GW13986,Swiggy,1086,56,15,4.4,124,17,0.26,16290,0
GW13987,Swiggy,641,43,28,3.7,356,20,0.12,17948,1
GW13988,Swiggy,1154,13,10,3.3,158,16,0.26,11540,1
GW13989,Swiggy,409,48,22,3.4,185,5,0.27,8998,1
GW13990,Swiggy,1137,17,17,4.7,132,34,0.05,19329,0
GW13991,Swiggy,391,42,28,3.4,267,7,0.02,10948,1
GW13992,Zomato,646,10,26,3.8,287,9,0.29,16796,1
GW13993,Swiggy,267,14,19,3.7,220,14,0.07,5073,1
GW13994,Swiggy,829,41,10,3.3,422,16,0.12,8290,1
GW13995,Zomato,363,49,21,4.3,83,24,0.05,7623,0
GW13996,Swiggy,783,10,24,4.6,96,8,0.28,18792,0
GW13997,Zomato,781,44,10,5.0,321,26,0.04,7810,0
GW13998,Swiggy,1160,31,14,4.9,274,17,0.24,16240,0
GW13999,Swiggy,1024,38,24,3.3,212,26,0.26,24576,1
GW14000,Zomato,710,26,22,3.7,315,3,0.28,15620,1
GW14001,Swiggy,859,39,27,3.9,277,7,0.14,23193,0
GW14002,Swiggy,866,44,17,4.8,392,5,0.17,14722,1
GW14003,Zomato,535,69,14,3.8,360,20,0.16,7490,1
GW14004,Swiggy,254,10,29,4.2,174,5,0.17,7366,1
GW14005,Zomato,378,13,27,4.4,353,25,0.08,10206,1
GW14006,Zomato,920,18,10,3.7,309,9,0.18,9200,1
GW14007,Swiggy,1012,54,29,4.2,324,14,0.09,29348,0
GW14008,Zomato,748,41,22,3.3,109,11,0.18,16456,1
GW14009,Swiggy,525,14,27,4.1,347,18,0.25,14175,1
GW14010,Zomato,332,23,12,3.9,319,21,0.01,3984,1
GW14011,Zomato,1081,60,9,3.8,82,6,0.26,9729,1
GW14012,Zomato,367,35,16,3.6,103,3,0.14,5872,1
GW14013,Swiggy,278,32,25,4.7,229,10,0.19,6950,1
GW14014,Zomato,607,55,20,4.8,415,21,0.08,12140,0
GW14015,Swiggy,899,31,27,4.8,185,9,0.3,24273,0
GW14016,Swiggy,406,36,14,3.9,379,18,0.19,5684,1
GW14017,Zomato,280,34,11,3.7,208,34,0.29,3080,1
GW14018,Swiggy,1092,45,15,3.4,84,14,0.23,16380,1
GW14019,Zomato,535,13,13,4.4,266,3,0.26,6955,0
GW14020,Swiggy,914,41,11,3.8,202,28,0.08,10054,0
GW14021,Zomato,585,18,12,3.7,409,14,0.2,7020,1
GW14022,Swiggy,819,11,27,3.9,416,23,0.11,22113,1
GW14023,Swiggy,562,51,27,4.2,415,12,0.25,15174,1
GW14024,Swiggy,848,59,28,3.5,52,17,0.29,23744,1
GW14025,Zomato,372,66,16,4.9,320,35,0.07,5952,1
GW14026,Swiggy,952,48,15,4.5,401,10,0.22,14280,1
GW14027,Zomato,1114,62,9,3.3,70,14,0.23,10026,1
GW14028,Swiggy,620,55,14,3.8,107,25,0.11,8680,0
GW14029,Swiggy,1054,62,25,3.3,216,19,0.05,26350,0
GW14030,Swiggy,563,34,17,3.6,319,21,0.1,9571,1
GW14031,Swiggy,277,56,10,3.7,341,30,0.06,2770,1
GW14032,Zomato,404,19,24,4.5,95,12,0.27,9696,1
GW14033,Zomato,479,46,9,4.5,282,10,0.25,4311,1
GW14034,Swiggy,798,34,10,3.3,187,13,0.23,7980,1
GW14035,Zomato,255,49,12,4.3,201,3,0.23,3060,1
GW14036,Zomato,722,63,20,4.9,443,35,0.13,14440,0
GW14037,Swiggy,567,62,20,4.3,144,34,0.27,11340,0
GW14038,Swiggy,474,38,13,4.9,408,1,0.24,6162,1
GW14039,Swiggy,282,46,21,3.9,107,3,0.27,5922,1
GW14040,Swiggy,338,14,12,4.0,205,26,0.15,4056,0
GW14041,Swiggy,583,23,28,4.1,373,30,0.09,16324,0
GW14042,Swiggy,289,42,8,4.9,291,4,0.2,2312,1
GW14043,Zomato,930,36,16,3.9,68,8,0.21,14880,1
GW14044,Swiggy,624,14,10,5.0,281,31,0.21,6240,0
GW14045,Swiggy,547,60,13,4.2,449,30,0.12,7111,0
GW14046,Swiggy,642,63,11,3.6,273,26,0.16,7062,1
GW14047,Swiggy,267,66,9,3.4,119,16,0.04,2403,1
GW14048,Swiggy,776,53,23,3.5,379,22,0.18,17848,1
GW14049,Zomato,381,24,13,3.3,286,32,0.14,4953,1
GW14050,Swiggy,539,12,21,4.4,321,13,0.07,11319,0
GW14051,Zomato,1079,10,17,4.1,307,25,0.15,18343,0
GW14052,Swiggy,1055,33,11,4.5,249,14,0.11,11605,0
GW14053,Zomato,458,21,14,4.6,154,1,0.2,6412,1
GW14054,Zomato,576,54,24,4.9,216,17,0.24,13824,0
GW14055,Swiggy,752,23,12,3.4,374,16,0.13,9024,1
GW14056,Zomato,528,66,21,3.5,271,21,0.25,11088,1
GW14057,Swiggy,631,51,23,4.2,57,27,0.06,14513,0
GW14058,Zomato,1037,29,15,3.4,142,7,0.19,15555,1
GW14059,Swiggy,558,67,23,3.4,52,28,0.13,12834,0
GW14060,Zomato,1147,23,13,4.4,382,31,0.12,14911,0
GW14061,Zomato,526,23,18,4.5,332,35,0.08,9468,0
GW14062,Zomato,325,54,9,4.7,356,33,0.08,2925,1
GW14063,Swiggy,547,62,8,4.8,345,29,0.14,4376,0
GW14064,Swiggy,1074,44,16,4.0,292,24,0.25,17184,0
GW14065,Zomato,627,65,12,5.0,311,17,0.17,7524,1
GW14066,Zomato,682,28,9,3.3,152,6,0.18,6138,1
GW14067,Zomato,1108,29,21,4.8,98,33,0.22,23268,0
GW14068,Swiggy,361,51,27,3.8,192,26,0.09,9747,1
GW14069,Zomato,1027,53,20,4.9,223,7,0.12,20540,0
GW14070,Swiggy,321,32,19,3.6,428,16,0.26,6099,1
GW14071,Swiggy,566,43,29,4.5,121,2,0.02,16414,0
GW14072,Swiggy,270,10,16,4.0,153,23,0.16,4320,1
GW14073,Swiggy,437,13,13,3.9,172,32,0.17,5681,1
GW14074,Zomato,370,49,11,3.3,357,29,0.17,4070,1
GW14075,Swiggy,591,26,17,4.5,209,8,0.23,10047,0
GW14076,Zomato,902,35,12,3.5,80,15,0.14,10824,0
GW14077,Zomato,553,23,11,4.0,215,14,0.25,6083,0
GW14078,Swiggy,1185,55,27,3.5,360,6,0.11,31995,1
GW14079,Swiggy,696,60,11,4.3,436,13,0.11,7656,0
GW14080,Zomato,965,41,20,3.6,276,12,0.29,19300,1
GW14081,Swiggy,970,45,23,4.3,446,27,0.1,22310,0
GW14082,Zomato,745,29,18,4.9,177,34,0.07,13410,0
GW14083,Zomato,770,25,26,4.9,235,11,0.17,20020,0
GW14084,Swiggy,434,60,25,3.6,288,28,0.29,10850,1
GW14085,Swiggy,1196,28,8,3.4,91,7,0.24,9568,1
GW14086,Swiggy,1130,54,28,3.3,218,35,0.14,31640,0
GW14087,Zomato,1137,48,11,4.7,299,35,0.16,12507,0
GW14088,Swiggy,1057,33,16,3.6,448,20,0.3,16912,1
GW14089,Swiggy,581,23,16,3.7,189,11,0.22,9296,1
GW14090,Swiggy,962,38,18,3.6,301,21,0.04,17316,1
GW14091,Zomato,825,51,12,4.7,266,2,0.19,9900,0
GW14092,Swiggy,599,23,28,5.0,269,21,0.28,16772,0
GW14093,Swiggy,1087,61,13,4.6,196,27,0.07,14131,0
GW14094,Zomato,569,20,27,4.7,148,22,0.23,15363,0
GW14095,Zomato,786,20,13,4.3,341,25,0.13,10218,0
GW14096,Zomato,661,56,15,4.2,81,31,0.05,9915,0
GW14097,Zomato,1155,49,28,4.5,244,16,0.25,32340,0
GW14098,Zomato,405,33,26,3.3,182,21,0.2,10530,1
GW14099,Zomato,982,31,29,3.3,365,29,0.01,28478,1
GW14100,Zomato,1053,58,8,4.4,293,1,0.25,8424,0
GW14101,Zomato,900,64,12,3.8,131,3,0.17,10800,1
GW14102,Zomato,782,64,28,4.1,219,26,0.19,21896,0
GW14103,Swiggy,751,30,26,4.6,425,35,0.17,19526,1
GW14104,Swiggy,735,15,9,4.2,356,9,0.12,6615,0
GW14105,Zomato,403,23,23,4.6,266,28,0.05,9269,0
GW14106,Swiggy,1163,18,9,4.0,327,9,0.22,10467,1
GW14107,Zomato,317,44,16,3.7,265,13,0.21,5072,1
GW14108,Swiggy,741,53,25,3.6,84,23,0.26,18525,1
GW14109,Zomato,290,45,23,3.4,71,3,0.19,6670,1
GW14110,Swiggy,776,34,14,3.3,435,21,0.02,10864,1
GW14111,Zomato,1040,24,16,3.3,366,31,0.13,16640,1
GW14112,Zomato,418,54,19,3.7,252,15,0.04,7942,1
GW14113,Swiggy,895,67,26,3.7,299,17,0.18,23270,1
GW14114,Swiggy,960,37,8,3.9,174,14,0.07,7680,0
GW14115,Swiggy,999,59,13,4.3,160,16,0.28,12987,0
GW14116,Swiggy,361,23,9,4.6,440,17,0.06,3249,1
GW14117,Swiggy,712,22,24,3.6,260,26,0.25,17088,1
GW14118,Swiggy,301,50,28,4.6,150,14,0.19,8428,1
GW14119,Zomato,898,40,21,3.5,388,22,0.1,18858,1
GW14120,Swiggy,504,14,20,5.0,251,3,0.24,10080,0
GW14121,Zomato,876,28,29,3.7,288,3,0.29,25404,1
GW14122,Swiggy,407,17,18,4.7,370,15,0.05,7326,1
GW14123,Zomato,549,22,23,3.5,379,4,0.25,12627,1
GW14124,Swiggy,676,50,25,4.9,341,32,0.25,16900,1
GW14125,Zomato,1173,26,27,4.7,198,16,0.23,31671,0
GW14126,Zomato,1025,41,10,3.8,219,30,0.09,10250,0
GW14127,Zomato,1116,14,8,4.0,244,33,0.23,8928,0
GW14128,Swiggy,556,18,21,3.2,292,8,0.03,11676,0
GW14129,Zomato,348,52,24,3.7,355,31,0.04,8352,1
GW14130,Swiggy,370,43,10,3.7,327,30,0.1,3700,1
GW14131,Swiggy,851,54,19,4.0,399,3,0.08,16169,0
GW14132,Swiggy,279,10,9,3.5,302,20,0.15,2511,1
GW14133,Swiggy,479,49,9,4.1,85,5,0.17,4311,1
GW14134,Swiggy,900,24,19,4.4,118,5,0.1,17100,0
GW14135,Zomato,503,63,28,3.9,308,2,0.21,14084,1
GW14136,Swiggy,653,41,12,3.6,242,26,0.01,7836,0
GW14137,Swiggy,743,43,23,4.2,130,16,0.08,17089,0
GW14138,Swiggy,280,44,12,3.3,359,32,0.11,3360,1
GW14139,Zomato,411,62,10,3.8,229,2,0.12,4110,1
GW14140,Zomato,1157,58,13,4.1,71,27,0.12,15041,0
GW14141,Swiggy,681,59,26,3.8,82,15,0.01,17706,0
GW14142,Zomato,405,68,19,3.8,178,23,0.28,7695,1
GW14143,Swiggy,572,37,15,4.7,181,22,0.23,8580,0
GW14144,Swiggy,878,26,13,4.9,218,20,0.01,11414,0
GW14145,Swiggy,440,55,21,4.7,183,1,0.11,9240,0
GW14146,Zomato,425,20,10,3.4,77,35,0.14,4250,1
GW14147,Zomato,1187,32,18,3.7,414,29,0.07,21366,1
GW14148,Swiggy,1197,64,14,4.5,284,22,0.28,16758,0
GW14149,Swiggy,766,35,16,5.0,61,29,0.22,12256,0
GW14150,Swiggy,1094,55,18,3.6,155,22,0.26,19692,1
GW14151,Zomato,773,14,20,4.8,225,11,0.22,15460,0
GW14152,Zomato,820,35,25,4.5,235,21,0.11,20500,0
GW14153,Swiggy,1082,15,17,5.0,162,11,0.15,18394,0
GW14154,Swiggy,1069,60,9,3.4,350,22,0.03,9621,1
GW14155,Zomato,1060,52,14,3.9,338,9,0.13,14840,1
GW14156,Zomato,1011,43,22,4.1,198,7,0.24,22242,0
GW14157,Zomato,588,51,17,4.4,424,4,0.23,9996,1
GW14158,Zomato,854,22,19,4.4,154,35,0.24,16226,0
GW14159,Zomato,568,34,27,4.8,298,12,0.09,15336,0
GW14160,Swiggy,360,11,29,4.7,363,27,0.04,10440,1
GW14161,Swiggy,1067,23,16,3.3,140,29,0.14,17072,0
GW14162,Swiggy,1129,26,26,4.1,99,16,0.15,29354,0
GW14163,Zomato,1056,50,29,3.9,401,13,0.19,30624,1
GW14164,Swiggy,1187,49,13,5.0,50,7,0.04,15431,0
GW14165,Swiggy,722,49,26,4.0,81,30,0.02,18772,0
GW14166,Swiggy,1097,48,8,4.4,244,10,0.23,8776,0
GW14167,Swiggy,266,34,9,3.7,146,30,0.2,2394,1
GW14168,Zomato,469,36,22,4.3,434,12,0.07,10318,1
GW14169,Swiggy,736,57,18,3.6,73,33,0.25,13248,1
GW14170,Swiggy,1060,60,25,4.3,196,1,0.11,26500,0
GW14171,Zomato,554,33,8,4.8,145,23,0.15,4432,0
GW14172,Swiggy,766,58,11,3.2,439,25,0.05,8426,1
GW14173,Zomato,378,42,29,4.1,258,16,0.29,10962,1
GW14174,Zomato,1084,36,11,5.0,61,13,0.22,11924,0
GW14175,Zomato,873,54,11,3.5,211,35,0.08,9603,0
GW14176,Zomato,273,40,25,3.5,152,9,0.29,6825,1
GW14177,Swiggy,790,57,8,4.0,241,29,0.12,6320,0
GW14178,Zomato,1160,47,14,4.8,115,12,0.13,16240,0
GW14179,Swiggy,381,24,21,4.2,233,35,0.06,8001,0
GW14180,Swiggy,805,53,23,4.1,88,4,0.13,18515,0
GW14181,Swiggy,570,65,22,3.4,360,5,0.29,12540,1
GW14182,Swiggy,746,49,12,4.9,106,25,0.14,8952,0
GW14183,Zomato,1137,67,20,3.8,356,28,0.21,22740,1
GW14184,Swiggy,968,10,12,3.7,113,16,0.29,11616,1
GW14185,Zomato,631,20,25,3.9,401,20,0.19,15775,1
GW14186,Swiggy,465,24,29,3.9,436,7,0.09,13485,1
GW14187,Swiggy,1005,42,12,4.0,139,17,0.11,12060,0
GW14188,Zomato,792,66,12,4.4,253,17,0.08,9504,0
GW14189,Swiggy,1165,57,13,4.8,355,27,0.28,15145,1
GW14190,Zomato,1027,41,21,3.3,180,21,0.27,21567,1
GW14191,Swiggy,260,34,9,4.1,250,34,0.19,2340,1
GW14192,Swiggy,331,48,22,3.9,439,20,0.03,7282,1
GW14193,Swiggy,405,42,23,3.2,310,32,0.24,9315,1
GW14194,Zomato,415,38,12,4.7,250,22,0.25,4980,1
GW14195,Swiggy,457,67,23,3.4,403,15,0.23,10511,1
GW14196,Swiggy,273,43,8,3.4,75,28,0.06,2184,1
GW14197,Swiggy,1056,17,15,3.3,362,2,0.09,15840,1
GW14198,Zomato,1136,65,8,3.6,304,33,0.25,9088,1
GW14199,Zomato,940,20,14,3.5,359,22,0.14,13160,1
GW14200,Zomato,581,22,13,3.8,148,28,0.08,7553,0
GW14201,Swiggy,811,14,15,4.4,117,10,0.2,12165,0
GW14202,Zomato,768,59,12,3.3,428,16,0.18,9216,1
GW14203,Zomato,760,28,22,4.7,409,14,0.16,16720,1
GW14204,Zomato,861,30,29,3.8,70,35,0.11,24969,0
GW14205,Zomato,842,12,27,4.3,133,27,0.23,22734,0
GW14206,Zomato,490,35,23,3.2,181,11,0.18,11270,1
GW14207,Swiggy,1085,42,24,3.9,145,7,0.26,26040,1
GW14208,Zomato,430,39,18,3.2,204,34,0.25,7740,1
GW14209,Zomato,542,31,9,3.5,394,5,0.28,4878,1
GW14210,Swiggy,332,14,8,4.0,376,24,0.22,2656,1
GW14211,Swiggy,815,28,24,4.2,399,26,0.05,19560,0
GW14212,Zomato,339,18,8,3.5,392,35,0.12,2712,1
GW14213,Swiggy,688,67,9,4.5,78,22,0.23,6192,0
GW14214,Zomato,964,33,24,3.5,170,4,0.05,23136,0
GW14215,Swiggy,792,48,11,3.4,234,20,0.21,8712,1
GW14216,Swiggy,442,21,19,3.8,198,3,0.11,8398,1
GW14217,Swiggy,737,55,17,4.2,131,4,0.08,12529,0
GW14218,Swiggy,861,57,17,5.0,332,6,0.17,14637,1
GW14219,Swiggy,598,54,22,4.0,255,12,0.04,13156,0
GW14220,Swiggy,338,36,18,4.0,89,1,0.21,6084,1
GW14221,Zomato,372,59,14,3.3,283,24,0.13,5208,1
GW14222,Zomato,623,51,17,4.6,313,19,0.18,10591,1
GW14223,Swiggy,296,62,26,3.5,174,4,0.04,7696,1
GW14224,Swiggy,682,30,25,4.5,212,31,0.14,17050,0
GW14225,Swiggy,395,47,9,4.8,407,4,0.24,3555,1
GW14226,Swiggy,252,63,14,4.6,380,20,0.22,3528,1
GW14227,Swiggy,779,44,21,4.4,293,3,0.17,16359,0
GW14228,Swiggy,563,41,29,4.3,156,28,0.07,16327,0
GW14229,Swiggy,576,68,18,4.0,165,29,0.18,10368,0
GW14230,Swiggy,330,45,8,3.5,403,18,0.21,2640,1
GW14231,Swiggy,402,42,29,4.6,136,10,0.17,11658,1
GW14232,Zomato,651,52,27,4.1,246,12,0.23,17577,0
GW14233,Swiggy,1069,26,12,4.3,193,13,0.12,12828,0
GW14234,Zomato,737,14,11,3.9,319,23,0.12,8107,1
GW14235,Zomato,1060,53,21,3.6,166,33,0.28,22260,1
GW14236,Zomato,316,29,10,4.7,146,2,0.27,3160,1
GW14237,Zomato,338,32,25,3.8,305,30,0.06,8450,1
GW14238,Swiggy,384,48,25,4.8,51,35,0.08,9600,0
GW14239,Swiggy,1128,13,11,4.9,223,30,0.17,12408,0
GW14240,Swiggy,451,35,10,4.7,54,20,0.17,4510,1
GW14241,Zomato,677,39,29,3.4,94,26,0.03,19633,0
GW14242,Zomato,1189,57,17,4.7,94,34,0.28,20213,0
GW14243,Zomato,428,56,23,4.1,280,24,0.23,9844,1
GW14244,Swiggy,588,55,10,3.6,365,17,0.24,5880,1
GW14245,Zomato,328,38,26,3.4,192,34,0.21,8528,1
GW14246,Swiggy,846,43,27,3.7,429,20,0.06,22842,1
GW14247,Swiggy,782,19,22,3.4,91,6,0.12,17204,0
GW14248,Zomato,627,29,12,3.2,435,35,0.1,7524,1
GW14249,Swiggy,414,33,18,5.0,206,8,0.3,7452,1
GW14250,Zomato,789,43,16,4.7,142,27,0.04,12624,0
GW14251,Swiggy,998,46,20,4.5,262,2,0.17,19960,0
GW14252,Zomato,1049,22,18,3.5,202,9,0.23,18882,1
GW14253,Swiggy,946,32,28,3.2,388,23,0.13,26488,1
GW14254,Zomato,1186,19,21,4.1,239,24,0.16,24906,0
GW14255,Zomato,1071,31,8,4.5,429,22,0.06,8568,0
GW14256,Zomato,404,54,16,4.9,190,14,0.07,6464,0
GW14257,Swiggy,372,23,20,4.7,239,21,0.21,7440,1
GW14258,Zomato,848,34,9,4.8,433,12,0.22,7632,1
GW14259,Swiggy,451,27,11,3.6,234,33,0.17,4961,1
GW14260,Swiggy,289,29,23,3.5,338,1,0.27,6647,1
GW14261,Swiggy,418,64,17,3.6,304,23,0.12,7106,1
GW14262,Zomato,319,37,13,3.4,82,3,0.22,4147,1
GW14263,Swiggy,1041,17,16,4.6,361,23,0.22,16656,1
GW14264,Zomato,1163,14,9,4.8,445,14,0.14,10467,0
GW14265,Zomato,579,30,8,3.8,415,9,0.25,4632,1
GW14266,Swiggy,689,29,19,4.8,264,27,0.16,13091,0
GW14267,Zomato,648,66,29,3.3,300,16,0.19,18792,1
GW14268,Swiggy,742,53,29,4.4,109,25,0.02,21518,0
GW14269,Zomato,603,25,29,4.1,370,28,0.21,17487,1
GW14270,Swiggy,577,67,23,3.7,201,25,0.2,13271,1
GW14271,Swiggy,747,29,9,4.6,118,31,0.27,6723,0
GW14272,Swiggy,668,60,20,3.6,84,23,0.05,13360,0
GW14273,Swiggy,752,34,15,3.9,222,11,0.07,11280,0
GW14274,Swiggy,788,16,8,4.5,190,34,0.15,6304,0
GW14275,Swiggy,594,34,12,3.8,209,12,0.11,7128,0
GW14276,Swiggy,892,45,17,4.7,232,27,0.05,15164,0
GW14277,Swiggy,1038,60,10,4.8,411,27,0.05,10380,0
GW14278,Swiggy,626,19,18,3.6,76,20,0.22,11268,1
GW14279,Zomato,544,49,29,4.0,137,9,0.23,15776,0
GW14280,Zomato,537,25,12,4.0,52,8,0.27,6444,0
GW14281,Zomato,503,13,19,3.9,178,13,0.1,9557,0
GW14282,Zomato,683,19,19,4.1,368,1,0.14,12977,0
GW14283,Zomato,750,60,20,3.3,429,1,0.05,15000,1
GW14284,Zomato,334,57,21,4.8,142,34,0.05,7014,0
GW14285,Swiggy,770,40,11,3.7,222,31,0.01,8470,0
GW14286,Zomato,811,21,10,3.2,135,4,0.06,8110,0
GW14287,Swiggy,762,29,24,4.4,246,15,0.09,18288,0
GW14288,Zomato,765,41,15,4.4,92,15,0.17,11475,0
GW14289,Zomato,765,11,23,5.0,172,20,0.19,17595,0
GW14290,Swiggy,746,69,18,4.5,61,4,0.17,13428,0
